Key,,,,,,,,
435349,48,232291,Product F," $	2,160.00 ",6,N/A,MD,DC
435349,48,232288,Product F," $	1,450.00 ",6,N/A,MD,DC
435349,48,232292,Product F," $	1,450.00 ",6,N/A,MD,DC
435349,48,232289,Product F," $	9,060.00 ",6,N/A,VA,DC
435349,48,232305,Product F," $	5,590.00 ",12,N/A,MD,DC
435349,48,232304,Product F," $	2,870.00 ",12,N/A,MD,DC
435349,48,232306,Product F," $	2,160.00 ",12,N/A,MD,DC
435349,48,232308,Product F," $	2,870.00 ",12,N/A,MD,DC
435349,48,232309,Product F," $	2,160.00 ",12,N/A,MD,DC
435349,48,232280,Product F," $	2,870.00 ",6,N/A,MD,DC
435349,48,232249,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232264,Product F," $	2,870.00 ",12,N/A,MD,DC
435349,48,232285,Product F," $	1,450.00 ",6,N/A,MD,DC
435349,48,232243,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232252,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232244,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232241,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232250,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232251,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232247,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232255,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232254,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232248,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232261,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232257,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232262,Product F," $	11,480.00 ",12,N/A,MD,DC
435349,48,232258,Product F," $	8,610.00 ",12,N/A,MD,DC
435349,48,232263,Product F," $	5,740.00 ",12,N/A,MD,DC
435349,48,232271,Product F," $	2,870.00 ",12,N/A,MD,DC
435349,48,232259,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232260,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232266,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232268,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232274,Product F," $	12,500.00 ",6,N/A,MD,DC
435349,48,232269,Product F," $	1,450.00 ",12,N/A,MD,DC
435349,48,232270,Product F," $	2,870.00 ",12,N/A,MD,DC
435349,48,232275,Product F," $	2,870.00 ",6,N/A,MD,DC
435349,48,232277,Product F," $	1,450.00 ",6,N/A,MD,DC
435349,48,232273,Product F," $	9,060.00 ",6,N/A,MD,DC
435349,48,232376,Product F," $	1,450.00 ",12,N/A,MD,DC
908110,14,204482,Product F, $	800.00 ,12,N/A,AZ,
908110,14,203529,Product F," $	5,819.00 ",12,N/A,AZ,
908110,14,231925,Product D," $	4,587.75 ",36,1G,AZ,
908110,14,231750,Product D," $	4,587.75 ",36,1G,AZ,
908110,14,301097,Product E," $	5,631.55 ",12,10G,IL,
908110,14,301098,Product E," $	6,753.00 ",12,10G,IL,
908110,14,289317,Product D," $	1,784.14 ",36,10G,,
908110,14,289316,Product D," $	1,784.14 ",36,10G,,
908110,14,289299,Product D," $	1,784.14 ",36,10G,,
908110,14,289313,Product D," $	1,784.14 ",36,10G,,
908110,14,297878,Product D," $	1,784.14 ",36,10G,,
908110,14,297877,Product D," $	1,784.14 ",36,10G,,
908110,14,297879,Product D," $	1,784.14 ",36,10G,,
908110,14,297880,Product D," $	1,784.14 ",36,10G,,
837905,7,132041,Product F," $	8,000.00 ",180,N/A,AZ,
837905,7,221344,Other," $	4,305.93 ",24,2G,VA,
837905,7,214342,Product F," $	4,759.75 ",60,N/A,GA,
837905,7,253013,Product E," $	3,864.89 ",36,10G,VA,AZ
837905,7,267712,Product F," $	1,262.20 ",36,N/A,AZ,
837905,7,281985,Product F," $	4,232.00 ",9,N/A,WA,
837905,7,296013,Product E," $	4,521.81 ",12,10G,AZ,
869023,65,259042,Product D," $	1,530.64 ",36,50Mb,,
869023,65,259134,Product A, $	305.52 ,12,DS3,GA,GA
869023,65,250514,Product A, $	-00 ,36,OC12,PA,PA
869023,65,250647,Product A, $	389.25 ,36,DS3,PA,MD
869023,65,251546,Product A, $	389.25 ,36,DS3,PA,MD
869023,65,249701,Product B, $	300.00 ,12,Fiber Pair,PA,PA
869023,65,249703,Product B, $	300.00 ,12,Fiber Pair,PA,PA
869023,65,247744,Product B, $	762.22 ,12,Fiber Pair,PA,PA
869023,65,248884,Product B, $	762.22 ,12,Fiber Pair,PA,PA
869023,65,230072,Product A," $	1,813.51 ",24,OC3,IN,IN
869023,65,230843,Product B," $	1,200.00 ",48,Fiber Pair,NY,NY
869023,65,246987,Product D," $	1,485.72 ",1,10Mb,FL,
869023,65,245623,Product B, $	722.85 ,36,NULL,PA,
869023,65,245625,Product B, $	-00 ,36,Bulk Fiber,PA,PA
869023,65,50352,Other, $	243.69 ,1,DS3,,
869023,65,50382,Other, $	762.22 ,12,DS3,,
869023,65,50103,Other, $	243.69 ,1,DS3,,
869023,65,50149,Other, $	254.07 ,12,DS3,,
869023,65,50199,Other, $	243.69 ,1,DS3,,
869023,65,50245,Other, $	239.17 ,12,DS3,,
869023,65,50016,Other," $	2,188.49 ",1,OC12,,
869023,65,49917,Other, $	364.95 ,1,E1,,
869023,65,49966,Other, $	364.95 ,1,E1,,
869023,65,49875,Other, $	364.95 ,1,E1,,
869023,65,64834,Other, $	-00 ,12,Bulk Fiber,,
869023,65,178519,Product A, $	673.47 ,1,DS3,NY,NY
869023,65,49123,Other, $	965.48 ,12,DS3,,
869023,65,49111,Other, $	-00 ,1,N/A,,
869023,65,49092,Other, $	-00 ,1,NULL,,
869023,65,49154,Other, $	-00 ,1,OC48,,
869023,65,49044,Other, $	-00 ,1,OC48,,
869023,65,49061,Other," $	1,794.32 ",1,DS3,,
869023,65,49248,Other," $	1,794.32 ",1,DS3,,
869023,65,49195,Other, $	-00 ,12,Fiber Pair,,
869023,65,17615,Other," $	1,458.59 ",1,OC3,,
869023,65,17614,Other," $	1,458.59 ",1,OC3,,
869023,65,218488,Product A, $	-00 ,36,OC12,TN,TN
869023,65,272465,Product D, $	887.82 ,24,100Mb,,
869023,65,272494,Product B," $	1,678.61 ",12,Fiber Pair,PA,PA
869023,65,257857,Product A, $	305.52 ,12,DS3,NY,NY
869023,65,257867,Product A, $	-00 ,12,OC12,NY,NY
869023,65,257868,Product A, $	-00 ,12,OC12,GA,GA
869023,65,267043,Product D," $	1,185.84 ",36,1G,,
869023,65,271470,Product D, $	300.89 ,36,1G,,
869023,65,271307,Product B," $	1,678.61 ",12,Fiber Pair,PA,PA
869023,65,275309,Product B, $	325.00 ,12,Fiber Pair,PA,PA
869023,65,275376,Product B, $	325.00 ,12,Fiber Pair,PA,PA
869023,65,290938,Product E," $	2,386.52 ",36,10G,CO,
869023,65,300816,Product D, $	785.76 ,12,100Mb,CA,
869023,65,289972,Product E," $	10,925.95 ",60,10G,,
869023,65,291329,Product D, $	574.16 ,60,150Mb,OR,
869023,65,300561,Product D, $	13.89 ,36,1G,CO,
869023,65,301138,Product F," $	6,177.05 ",120,N/A,NY,
869023,65,301137,Product F," $	6,177.05 ",120,N/A,NY,
869023,65,292520,Product D, $	41.67 ,12,1G,CA,
869023,65,301983,Product D, $	734.41 ,36,300Mb,TX,
869023,65,301971,Product D, $	532.80 ,24,50Mb,CA,
869023,65,293555,Product D, $	922.88 ,36,200Mb,CA,
869023,65,287794,Product D," $	1,020.88 ",36,10Mb,IL,
869023,65,287792,Product F," $	2,144.10 ",120,N/A,VA,
869023,65,287806,Product D, $	13.89 ,36,1G,TX,
869023,65,287453,Product D," $	1,413.13 ",12,1G,CO,
869023,65,289077,Product D," $	1,267.96 ",12,500Mb,TX,
869023,65,277678,Product D," $	1,285.52 ",36,1G,,
869023,65,296146,Product B, $	75.00 ,12,DS1,PA,PA
883473,156,55747,Product D," $	4,319.02 ",36,1000Mb,,
883473,156,213558,Product D," $	1,614.64 ",56,1G,PA,PA
883473,156,213559,Product D," $	1,614.64 ",56,1G,PA,PA
883473,156,218972,Product D," $	1,835.10 ",48,600Mb,PA,
883473,156,208352,Product F," $	21,160.00 ",60,N/A,PA,
883473,156,208417,Product D," $	1,160.68 ",60,1000Mb,PA,PA
883473,156,208346,Product D," $	2,995.82 ",46,1000Mb,PA,PA
883473,156,208320,Product A," $	2,366.26 ",60,OC48,PA,PA
883473,156,208319,Product A," $	2,366.26 ",60,OC48,PA,PA
883473,156,208321,Product A," $	2,750.61 ",60,10G,PA,PA
883473,156,208332,Product D, $	994.01 ,60,1000Mb,PA,PA
883473,156,208334,Product D, $	994.01 ,60,1000Mb,PA,PA
883473,156,208335,Product D, $	994.01 ,60,1000Mb,PA,PA
883473,156,208322,Product A," $	4,732.52 ",60,OC48,PA,PA
883473,156,208323,Product A," $	2,366.26 ",60,OC48,PA,PA
883473,156,208324,Product A," $	5,501.22 ",60,10G,PA,PA
883473,156,208325,Product A," $	2,750.61 ",60,10G,PA,PA
883473,156,208329,Product D," $	1,299.87 ",60,1G,PA,PA
883473,156,208326,Product A, $	-00 ,60,OC48,PA,PA
883473,156,208328,Product D," $	1,299.87 ",60,1G,PA,PA
883473,156,208333,Product D, $	994.01 ,60,1000Mb,PA,PA
883473,156,208330,Product D," $	1,299.87 ",60,1G,PA,PA
883473,156,208331,Product D," $	1,299.87 ",60,1G,PA,PA
883473,156,208744,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208797,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208736,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208763,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208741,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208723,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208773,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208725,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208742,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208724,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208728,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208726,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208729,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208727,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208735,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208730,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208731,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208732,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208753,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208733,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208778,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208754,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208734,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208737,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208764,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208738,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208739,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208740,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208745,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208743,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208761,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208746,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208747,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208748,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208750,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208756,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208749,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208832,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208751,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208758,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208752,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208759,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208779,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208755,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208760,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208765,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208766,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208762,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208757,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208768,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208769,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208770,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208771,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208767,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208772,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208775,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208774,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208776,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208777,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208791,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208780,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208784,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208781,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208782,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208783,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208785,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208786,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208802,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208787,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208799,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208792,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208828,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208788,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208793,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208789,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208794,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208790,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208795,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208796,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208805,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208798,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208800,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208801,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208803,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208807,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208804,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208815,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208808,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208809,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208810,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208806,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208811,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208816,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208812,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208817,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208818,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208813,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208819,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208820,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208824,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208827,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208821,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208829,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208822,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208823,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208831,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208830,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208825,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208826,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208833,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208834,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208835,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208836,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208837,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,208677,Product A, $	229.39 ,60,OC3,PA,PA
883473,156,208849,Product A, $	61.17 ,60,DS1,PA,PA
883473,156,212453,Product D," $	1,756.09 ",12,100Mb,PA,PA
883473,156,211879,Product D," $	1,756.10 ",12,100Mb,PA,PA
883473,156,233028,Product A, $	73.40 ,46,DS1,PA,PA
883473,156,233029,Product A, $	73.40 ,46,DS1,PA,PA
883473,156,232983,Product A, $	73.40 ,46,DS1,PA,PA
883473,156,232984,Product A, $	73.40 ,46,DS1,PA,PA
883473,156,218979,Product D," $	1,835.10 ",48,600Mb,PA,
883473,156,238234,Product D," $	2,005.36 ",36,1000Mb,PA,
883473,156,238331,Product D," $	2,005.36 ",36,1000Mb,PA,
883473,156,236671,Product D," $	3,049.31 ",46,1G,PA,
883473,156,243366,Other," $	2,033.91 ",36,500Mb,PA,
883473,156,243367,Other," $	2,344.85 ",24,300Mb,PA,
883473,156,243304,Product E," $	4,639.83 ",48,10G,PA,PA
883473,156,276717,Product D, $	815.60 ,24,10Mb,,
883473,156,277633,Product D," $	2,650.70 ",36,1G,,
883473,156,277634,Product D," $	2,650.70 ",36,1G,,
883473,156,280677,Product D," $	6,117.00 ",36,1G,,
522147,19,225246,Product F," $	2,498.40 ",60,N/A,NY,
522147,19,225332,Product F," $	2,498.40 ",60,N/A,NY,
522147,19,219755,Product E, $	-00 ,60,1G,GA,FL
522147,19,219713,Product E," $	4,455.98 ",60,10G,NY,VA
522147,19,211606,Product E," $	24,019.42 ",60,2.5G,CO,CA
522147,19,211289,Product A," $	3,925.07 ",12,OC3,WY,CO
522147,19,211295,Product A," $	5,814.57 ",12,OC3,WY,CO
522147,19,54041,Other," $	1,835.10 ",36,OC3,,
522147,19,54042,Other, $	-00 ,12,DS3,,
522147,19,54043,Other, $	-00 ,12,DS3,,
522147,19,85840,Other, $	-00 ,12,DS3,,
522147,19,47681,Other, $	917.55 ,36,STM1,,
522147,19,47717,Other," $	1,529.25 ",12,DS3,,
522147,19,47421,Other, $	908.38 ,36,DS3,,
522147,19,248295,Product E," $	4,485.80 ",36,1G,DC,VA
522147,19,249811,Product B," $	2,994.38 ",36,N/A,DC,
522147,19,251342,Product B, $	-00 ,36,Bulk Fiber,DC,DC
522147,19,256974,Product A, $	313.04 ,3,DS1,CA,CA
522147,19,261300,Product B, $	152.45 ,12,FE (Cat5),DC,DC
441630,20,226903,Product B, $	-00 ,60,NULL,CA,
441630,20,226899,Product B, $	-00 ,60,NULL,CA,
441630,20,226901,Product B, $	-00 ,1,NULL,CA,
441630,20,224119,Product F," $	6,112.73 ",60,N/A,,
441630,20,223953,Product F," $	8,168.00 ",60,N/A,,
441630,20,224148,Product F," $	10,642.39 ",60,N/A,,
441630,20,224173,Product F," $	2,858.80 ",60,N/A,,
441630,20,224170,Product F," $	5,533.82 ",60,N/A,,
441630,20,224167,Product F," $	3,063.00 ",60,N/A,,
441630,20,224191,Product F, $	-00 ,60,N/A,,
441630,20,224176,Product F," $	1,837.80 ",56,N/A,GA,
441630,20,224162,Product F," $	2,655.61 ",67,N/A,AZ,
441630,20,224188,Product F," $	2,668.23 ",60,N/A,AZ,
441630,20,224178,Product F," $	6,500.71 ",60,N/A,,
441630,20,223931,Product F," $	2,654.60 ",60,N/A,NY,
441630,20,47507,Other," $	1,016.30 ",1,Fiber Pair,,
441630,20,132829,Product F, $	529.00 ,118,NA,AZ,
441630,20,230906,Product B," $	1,000.00 ",1,N/A,IL,IL
441630,20,271897,Product F," $	5,862.53 ",60,N/A,,
441630,20,301498,Product F," $	7,249.10 ",36,N/A,AZ,
865931,136,157099,Product B, $	304.89 ,1,DS3 (Coax),NY,NY
865931,136,149595,Product B," $	1,016.30 ",12,Fiber Pair,NY,NY
865931,136,205729,Product B, $	-00 ,12,Fiber Pair,NY,NY
865931,136,205714,Product B, $	813.04 ,12,Fiber Pair,NY,NY
865931,136,205817,Product B, $	813.04 ,12,Fiber Pair,NY,NY
865931,136,206644,Product B," $	3,790.80 ",1,N/A,NY,
865931,136,205591,Product B, $	762.23 ,21,Bulk Fiber,NY,NY
865931,136,205592,Product B, $	762.23 ,21,Bulk Fiber,NY,NY
865931,136,50458,Other, $	203.26 ,1,DS1,,
865931,136,50490,Other," $	1,016.30 ",1,OC3,,
865931,136,50858,Other, $	762.23 ,1,Fiber Pair,,
865931,136,50835,Other," $	1,793.77 ",24,N/A,,
865931,136,50863,Other, $	813.04 ,12,Fiber Pair,,
865931,136,50976,Other, $	228.67 ,22,FE (Cat5),,
865931,136,50956,Other, $	901.24 ,1,10Mb,,
865931,136,50917,Other," $	1,016.30 ",1,Fiber Pair,,
865931,136,50910,Other," $	1,914.04 ",12,DS3,,
865931,136,51306,Other, $	304.89 ,1,DS3 (Coax),,
865931,136,51017,Other, $	611.70 ,12,DS1,,
865931,136,50997,Other, $	509.74 ,24,100Mb,,
865931,136,51026,Other, $	611.70 ,12,DS1,,
865931,136,50035,Other," $	1,016.30 ",1,Fiber Pair,,
865931,136,50155,Other," $	1,626.08 ",1,STM4,,
865931,136,48458,Other," $	1,837.14 ",12,STM1,,
865931,136,48486,Other, $	304.89 ,1,DS3,,
865931,136,49901,Other," $	1,016.30 ",1,Fiber Pair,,
865931,136,48381,Other, $	228.67 ,22,DS3 (Coax),,
865931,136,48191,Other, $	-00 ,22,Bulk Fiber,,
865931,136,48265,Other," $	3,018.41 ",24,N/A,,
865931,136,50625,Other, $	201.34 ,12,DS1,,
865931,136,49863,Other," $	1,524.45 ",1,Fiber Pair,,
865931,136,48349,Other, $	304.89 ,22,Bulk Fiber,,
865931,136,48308,Other," $	3,257.24 ",24,N/A,,
865931,136,62996,Other, $	259.96 ,1,DS3,,
865931,136,64947,Other, $	-00 ,1,DS3 (Coax),,
865931,136,64894,Other, $	-00 ,21,Bulk Fiber,,
865931,136,76483,Other, $	355.71 ,1,Fiber Pair,,
865931,136,74921,Other, $	355.71 ,1,Fiber Pair,,
865931,136,74924,Other, $	355.71 ,1,Fiber Pair,,
865931,136,74919,Other, $	355.71 ,1,Fiber Pair,,
865931,136,74920,Other, $	355.71 ,1,Fiber Pair,,
865931,136,74922,Other, $	355.71 ,1,Fiber Pair,,
865931,136,83815,Other, $	304.89 ,22,Bulk Fiber,,
865931,136,83265,Other, $	304.89 ,22,Bulk Fiber,,
865931,136,94775,Other, $	355.71 ,1,Fiber Pair,,
865931,136,49155,Other," $	2,032.60 ",24,N/A,,
865931,136,49476,Other, $	355.71 ,1,Fiber Pair,,
865931,136,49388,Other, $	203.26 ,1,FE (Cat5),,
865931,136,49451,Other, $	355.71 ,1,Fiber Pair,,
865931,136,48678,Other," $	1,016.30 ",1,Fiber Pair,,
865931,136,48929,Other," $	56,421.90 ",36,N/A,,
865931,136,48890,Other, $	-00 ,22,FE (Cat5),,
865931,136,212500,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,208716,Product B, $	-00 ,21,DS1,NY,NY
865931,136,208715,Product B, $	-00 ,21,DS3 (Coax),NY,NY
865931,136,208360,Product B," $	1,740.84 ",22,N/A,NY,
865931,136,208365,Product B, $	-00 ,21,Fiber Pair,NY,NY
865931,136,208881,Product B, $	467.50 ,12,NULL,NJ,
865931,136,209109,Product B, $	101.63 ,1,E1,NY,NY
865931,136,213273,Product B," $	1,016.30 ",1,DS3 (Coax),NY,NY
865931,136,217442,Product B, $	71.30 ,27,Fiber Pair,NY,NY
865931,136,214465,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,217739,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,217740,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,217377,Product B," $	1,016.30 ",21,Bulk Fiber,NY,NY
865931,136,217381,Product B, $	71.30 ,27,Fiber Pair,NY,NY
