Key,,,,,,,,
865931,136,217438,Product B," $	1,016.30 ",21,Bulk Fiber,NY,NY
865931,136,228752,Product F, $	618.80 ,36,N/A,,
865931,136,232861,Product B, $	41.67 ,12,Fiber Pair,,
865931,136,222194,Product D," $	2,098.64 ",1,500Mb,CA,
865931,136,244321,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,247607,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,245160,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,241557,Product B, $	203.26 ,1,DS1,NY,NY
865931,136,245117,Product B," $	1,016.30 ",1,Fiber Pair,NY,NY
865931,136,229433,Product E," $	2,548.75 ",12,10G,CA,CA
865931,136,238541,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,239447,Product F," $	4,602.30 ",12,N/A,NJ,
865931,136,239570,Product B, $	110.45 ,1,DS1,NY,NY
865931,136,239557,Product B, $	177.85 ,1,DS1,NY,NY
865931,136,239564,Product B, $	110.45 ,1,DS1,NY,NY
865931,136,239562,Product B, $	110.45 ,1,DS1,NY,NY
865931,136,239639,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,239274,Product B, $	203.26 ,1,DS1,NY,NY
865931,136,237118,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,236578,Product B, $	355.71 ,1,Fiber Pair,NY,NY
865931,136,251060,Product B, $	177.85 ,24,5Mb,NJ,
865931,136,251529,Product F, $	618.80 ,36,N/A,,
865931,136,251530,Product F, $	618.80 ,36,N/A,,
865931,136,251548,Product F, $	618.80 ,36,N/A,,
865931,136,251527,Product F, $	618.80 ,36,N/A,,
865931,136,251508,Product F, $	618.80 ,36,N/A,,
865931,136,251511,Product F, $	618.80 ,36,N/A,,
865931,136,251509,Product F, $	618.80 ,36,N/A,,
865931,136,251512,Product F, $	618.80 ,36,N/A,,
865931,136,251510,Product F, $	618.80 ,36,N/A,,
865931,136,248604,Product B, $	762.22 ,22,Bulk Fiber,NJ,NJ
865931,136,248373,Product B, $	177.85 ,12,5Mb,NJ,
865931,136,250079,Product B, $	-00 ,24,FE (Cat5),NY,NY
865931,136,248052,Product B, $	-00 ,12,FE (Cat5),NJ,NJ
865931,136,256786,Product B," $	1,013.53 ",4,Fiber Pair,NY,NY
865931,136,256938,Product B, $	917.75 ,12,Fiber Pair,NY,NY
865931,136,254465,Product B, $	202.44 ,3,FE (Cat5),NY,NY
865931,136,262400,Product B, $	813.04 ,12,Fiber Pair,NY,NY
865931,136,257937,Product B, $	533.56 ,12,Fiber Pair,NJ,NJ
865931,136,271108,Product E," $	1,600.00 ",12,1G,,
865931,136,270432,Product B, $	661.51 ,12,FE (Cat5),NJ,NJ
865931,136,264739,Product F," $	1,200.00 ",12,N/A,,
865931,136,265069,Product F, $	500.00 ,12,N/A,,
865931,136,273206,Product B, $	824.73 ,12,Fiber Pair,NJ,NJ
865931,136,269132,Product D," $	1,151.28 ",36,50Mb,,
865931,136,272316,Product B, $	274.91 ,12,Fiber Pair,NY,NY
865931,136,272360,Product B, $	274.91 ,12,Fiber Pair,NY,NY
865931,136,275259,Product B," $	2,102.66 ",24,N/A,NY,
865931,136,293063,Product B, $	274.91 ,12,Fiber Pair,NY,NY
865931,136,292567,Product B, $	274.91 ,12,Fiber Pair,NY,NY
865931,136,299232,Product B," $	1,517.49 ",12,N/A,NJ,
865931,136,277541,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,277534,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,277536,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,277537,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,277538,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,277539,Product B," $	1,617.37 ",22,N/A,NY,
865931,136,280771,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280770,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280612,Product B," $	1,618.96 ",12,N/A,NJ,
865931,136,280247,Product B, $	691.08 ,10,Fiber Pair,NJ,NJ
865931,136,280290,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280291,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280292,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280293,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,280294,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,279990,Product B, $	-00 ,12,Bulk Fiber,NY,NY
865931,136,281459,Product B, $	-00 ,12,Bulk Fiber,NY,NY
865931,136,281611,Product B, $	16.67 ,12,Fiber Pair,NY,NY
865931,136,296623,Product A, $	305.85 ,12,DS1,NY,NJ
435806,14,194979,Product F," $	5,982.02 ",24,N/A,GA,
435806,14,188147,Product F, $	643.06 ,1,Bulk Fiber,GA,GA
435806,14,219964,Product E," $	2,014.00 ",12,1G,FL,GA
435806,14,223894,Product F," $	6,435.40 ",24,N/A,NJ,
435806,14,226064,Product F," $	12,728.86 ",24,N/A,CA,
435806,14,257134,Product B," $	1,745.72 ",60,N/A,TX,
435806,14,257328,Product B, $	687.50 ,1,Fiber Pair,TX,TX
435806,14,257557,Product B, $	686.25 ,1,Fiber Pair,TX,TX
435806,14,256551,Product F," $	5,840.12 ",60,N/A,TX,
435806,14,293125,Product B, $	756.25 ,12,Fiber Pair,TX,TX
435806,14,297401,Product D," $	1,583.00 ",60,1G,GA,
435806,14,298145,Product D, $	754.24 ,60,200Mb,TX,
435806,14,287228,Product E," $	3,335.18 ",36,10G,,
435806,14,296389,Product D, $	747.20 ,60,200Mb,GA,
404968,49,206495,Product A, $	-00 ,60,DS3,VA,WV
404968,49,206494,Product A, $	-00 ,60,DS3,VA,WV
404968,49,207946,Product A, $	-00 ,60,DS3,VA,WV
404968,49,208010,Product A, $	-00 ,12,DS3,VA,WV
404968,49,208011,Product A, $	-00 ,12,DS3,VA,WV
404968,49,208012,Product A, $	-00 ,12,DS3,VA,WV
404968,49,208013,Product A, $	-00 ,60,DS3,VA,WV
404968,49,208009,Product A, $	-00 ,12,DS3,VA,WV
404968,49,205797,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205796,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205798,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205799,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205800,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205801,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205802,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205803,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205804,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205805,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205806,Product A, $	-00 ,60,DS3,VA,WV
404968,49,205807,Product A, $	-00 ,60,OC3,VA,WV
404968,49,185552,Product A," $	4,531.50 ",60,OC48,VA,WV
404968,49,14947,Other, $	495.00 ,12,N/A,,
404968,49,215577,Product A, $	-00 ,60,DS3,VA,WV
404968,49,214568,Product A, $	-00 ,60,DS3,VA,WV
404968,49,214567,Product A, $	-00 ,60,DS3,VA,WV
404968,49,214569,Product A, $	-00 ,60,DS3,VA,WV
404968,49,217892,Product A, $	-00 ,60,DS3,VA,WV
404968,49,208348,Product A, $	-00 ,60,DS3,VA,WV
404968,49,208844,Product A, $	-00 ,60,DS3,VA,WV
404968,49,208660,Product A, $	-00 ,60,DS3,VA,WV
404968,49,212506,Product A, $	-00 ,60,DS3,VA,WV
404968,49,222360,Product D," $	1,799.50 ",36,1G,TX,
404968,49,242775,Product A, $	-00 ,36,DS3,VA,WV
404968,49,244366,Product F," $	6,050.54 ",60,N/A,CA,
404968,49,234859,Product A, $	-00 ,36,DS3,VA,WV
404968,49,234860,Product A, $	-00 ,36,DS3,VA,WV
404968,49,229289,Product A, $	-00 ,36,OC3,VA,WV
404968,49,234677,Product D," $	4,050.15 ",24,1G,CO,
404968,49,239085,Product E," $	16,413.53 ",60,10G,IN,WV
404968,49,236653,Product A, $	-00 ,36,DS3,VA,WV
404968,49,236765,Product A, $	-00 ,36,DS3,VA,WV
404968,49,251504,Product A," $	14,253.08 ",60,OC192,VA,WV
404968,49,252424,Product E," $	4,062.24 ",60,10G,WV,WV
404968,49,257050,Product A," $	3,021.00 ",60,OC48,VA,WV
404968,49,257096,Product A, $	-00 ,36,DS3,VA,WV
404968,49,257099,Product A, $	-00 ,36,DS3,VA,WV
404968,49,257097,Product A, $	-00 ,36,DS3,VA,WV
404968,49,262389,Product D," $	12,889.60 ",48,4G,,
404968,49,281263,Product D," $	1,133.88 ",60,1G,TX,
746926,105,250366,Product D," $	1,732.04 ",24,1G,CA,
746926,105,249947,Product F, $	572.22 ,36,N/A,NV,NV
746926,105,248407,Product D," $	1,208.40 ",38,1G,NV,
746926,105,248461,Product D," $	1,208.40 ",24,1G,NV,
746926,105,248412,Product D," $	1,862.96 ",12,1G,NV,
746926,105,250527,Product D," $	1,732.04 ",24,1G,CA,
746926,105,251258,Product E," $	2,769.25 ",12,1G,NV,MN
746926,105,251439,Other," $	1,007.00 ",24,1G,NV,
746926,105,251451,Other," $	1,007.00 ",36,1G,NV,
746926,105,248759,Other," $	3,625.20 ",24,1000Mb,NV,
746926,105,252926,Other," $	3,725.90 ",36,3G,CO,
746926,105,252736,Product D," $	1,119.78 ",36,200Mb,OR,
746926,105,252749,Product D," $	1,208.40 ",36,1G,,
746926,105,252808,Other, $	825.25 ,36,100Mb,PA,
746926,105,252818,Other," $	5,880.00 ",36,3G,,
746926,105,254303,Other," $	1,082.52 ",60,100Mb,MN,
746926,105,254305,Other," $	1,082.52 ",60,100Mb,MN,
746926,105,254059,Other," $	1,092.60 ",36,200Mb,CA,
746926,105,261175,Other, $	-00 ,36,1G,NV,
746926,105,261427,Product E," $	2,517.50 ",36,10G,NV,CA
746926,105,261176,Other, $	-00 ,36,1G,NV,
746926,105,261858,Product D," $	1,208.40 ",36,1G,,
746926,105,260458,Product D, $	738.14 ,36,100Mb,,
746926,105,259489,Other," $	2,014.00 ",48,300Mb,DC,
746926,105,231901,Product D," $	4,805.55 ",36,2G,NV,
746926,105,231486,Product E," $	3,323.10 ",36,10G,CA,NV
746926,105,231204,Product E," $	3,172.05 ",38,10G,CA,CA
746926,105,229725,Product D," $	2,497.77 ",36,1000Mb,NV,
746926,105,234159,Product D," $	1,079.66 ",36,50Mb,NV,
746926,105,250451,Product E," $	2,517.50 ",36,10G,CA,NV
746926,105,230040,Product E," $	3,021.00 ",36,10G,NV,CA
746926,105,237798,Product D," $	1,640.40 ",36,1G,NV,
746926,105,238507,Other, $	664.62 ,36,200Mb,NV,
746926,105,242795,Product D," $	1,208.40 ",36,1G,VA,
746926,105,242787,Product D, $	879.12 ,36,50Mb,GA,
746926,105,245415,Product F," $	3,814.10 ",36,N/A,NV,
746926,105,243079,Product D," $	1,208.40 ",36,1G,NV,
746926,105,247315,Product D," $	1,208.40 ",36,1G,NY,
746926,105,246232,Product E," $	4,531.50 ",60,10G,NV,KS
746926,105,246253,Product D," $	2,416.80 ",36,1G,NV,
746926,105,246339,Product D," $	1,309.10 ",24,1G,NV,
746926,105,246230,Product E," $	5,639.20 ",60,10G,NV,RI
746926,105,245192,Product D," $	2,275.82 ",60,1G,NV,
746926,105,245194,Other, $	342.38 ,60,100Mb,CA,
746926,105,244946,Product F," $	4,036.32 ",36,N/A,NV,
746926,105,244553,Product E," $	2,873.98 ",24,10G,CA,NV
746926,105,241700,Product E," $	3,172.05 ",36,10G,NV,CA
746926,105,241701,Other, $	328.28 ,36,20Mb,CO,
746926,105,239038,Product D," $	1,007.00 ",36,1G,CA,
746926,105,238877,Other," $	6,042.00 ",12,6G,NV,
746926,105,240781,Product E," $	2,014.00 ",36,1G,NV,VA
746926,105,240687,Other," $	1,007.00 ",12,1G,NV,
746926,105,241266,Product E," $	2,970.65 ",60,10G,NV,CA
746926,105,241265,Product E," $	3,172.05 ",60,10G,NV,AZ
746926,105,189785,Product F," $	1,968.08 ",240,N/A,NV,
746926,105,189762,Product F, $	95.35 ,240,N/A,NV,
746926,105,196034,Product D," $	3,976.05 ",36,10G,UT,UT
746926,105,217890,Product D," $	1,019.50 ",36,100Mb,NV,NV
746926,105,217703,Other, $	509.75 ,36,500Mb,NV,
746926,105,212952,Product E," $	3,812.93 ",24,10G,NV,CA
746926,105,211475,Product E," $	1,529.25 ",36,10G,NV,CA
746926,105,211476,Product E," $	2,707.82 ",34,10G,CA,NV
746926,105,211473,Product E," $	2,000.00 ",36,10G,NV,CA
746926,105,226993,Product B," $	1,501.17 ",62,NULL,MI,
746926,105,226996,Product B," $	1,501.17 ",62,NULL,MA,
746926,105,226894,Product B," $	1,501.16 ",60,NULL,TN,
746926,105,226895,Product B," $	1,501.17 ",62,NULL,MN,
746926,105,226998,Product B," $	1,501.17 ",61,NULL,FL,
746926,105,226990,Product B," $	1,501.16 ",60,NULL,GA,
746926,105,219847,Product E," $	2,215.40 ",36,1G,NV,CA
746926,105,222151,Other," $	59,715.33 ",65,1Mb,AZ,
746926,105,220029,Product E," $	2,029.11 ",12,1G,CA,NV
746926,105,221613,Other, $	906.30 ,36,100Mb,CA,
746926,105,221611,Other, $	740.15 ,36,50Mb,CA,
746926,105,223570,Product E," $	8,388.31 ",34,10G,CA,VA
746926,105,267063,Other, $	888.93 ,36,100Mb,DC,
746926,105,270761,Product D," $	3,832.17 ",12,5G,,
746926,105,270356,Product E," $	2,097.33 ",36,10G,CA,NV
746926,105,273556,Product E," $	4,684.56 ",36,10G,NV,NV
746926,105,273302,Product E," $	3,382.51 ",36,10G,IN,NV
746926,105,273965,Product E," $	1,510.50 ",24,10G,,
746926,105,273843,Product F," $	1,745.70 ",120,N/A,NV,
746926,105,274028,Product E," $	1,963.65 ",24,10G,NV,CA
746926,105,274027,Product E," $	1,963.65 ",24,10G,NV,CA
746926,105,277996,Product E," $	3,140.83 ",24,10G,,
746926,105,267696,Product E, $	981.83 ,36,1G,NV,CA
746926,105,267697,Product F," $	1,446.29 ",120,N/A,NV,
746926,105,271747,Product E," $	6,326.73 ",36,10G,PA,NV
746926,105,267191,Product E," $	1,823.68 ",36,10G,NV,CA
746926,105,276536,Product E," $	2,814.57 ",12,10G,,
746926,105,275708,Product E," $	2,265.75 ",24,10G,NV,CA
746926,105,275751,Product E," $	3,927.30 ",24,10G,NV,WA
746926,105,275491,Product E," $	2,265.75 ",24,10G,NV,CA
746926,105,281745,Other," $	2,014.00 ",12,1G,NV,
746926,105,280526,Product E," $	2,014.00 ",36,10G,,
746926,105,296726,Product E," $	3,021.00 ",36,10G,NV,
746926,105,298658,Other," $	1,007.00 ",36,1G,NV,
746926,105,290475,Other, $	301.09 ,60,100Mb,NV,
746926,105,298383,Product D," $	1,968.83 ",48,1G,,
746926,105,298384,Product D," $	2,750.59 ",36,1G,MA,
746926,105,288974,Product D," $	1,510.50 ",36,1G,,
746926,105,297396,Other," $	1,812.60 ",48,1G,NV,
746926,105,301868,Product E," $	2,014.00 ",12,10G,NV,
746926,105,302223,Product D," $	1,611.20 ",6,1G,NV,
746926,105,293802,Product E," $	3,826.60 ",36,10G,NV,
890004,75,189750,Product F," $	2,112.00 ",60,N/A,NV,
890004,75,189725,Product F, $	561.28 ,240,N/A,NV,
890004,75,188713,Product A," $	3,765.14 ",36,OC3,NV,NV
890004,75,206861,Product A," $	17,739.30 ",84,OC48,NV,NV
890004,75,224156,Product F," $	13,349.73 ",60,N/A,,
890004,75,224202,Product F," $	5,704.85 ",12,N/A,CA,
890004,75,215979,Product F, $	134.32 ,,N/A,,
890004,75,208297,Product F," $	14,270.31 ",89,N/A,NV,
890004,75,212796,Product F," $	16,932.23 ",89,N/A,NV,
890004,75,237317,Product D," $	1,223.40 ",36,100Mb,AZ,
890004,75,238793,Product D," $	1,084.75 ",36,100Mb,TX,
890004,75,238185,Product D, $	-00 ,36,1G,TX,
890004,75,234236,Product E," $	9,940.13 ",60,2.5G,CA,CA
890004,75,234237,Product E," $	9,940.13 ",60,2.5G,CA,CA
890004,75,234345,Product F," $	2,221.80 ",84,N/A,NV,
890004,75,231919,Product D," $	1,121.46 ",36,1000Mb,NV,
890004,75,231920,Product D," $	1,121.46 ",36,1000Mb,NV,
890004,75,247205,Product D, $	-00 ,1,10Mb,NV,
890004,75,245417,Product F, $	-00 ,240,N/A,NV,
890004,75,243651,Product D, $	-00 ,36,1G,CA,
890004,75,244203,Product E," $	5,607.26 ",89,10G,CA,CA
890004,75,244149,Product F," $	5,619.29 ",89,N/A,NV,
890004,75,260453,Product D, $	-00 ,36,1G,,
890004,75,260656,Product F," $	2,750.80 ",89,N/A,TX,
890004,75,258852,Product F," $	13,297.41 ",89,N/A,CA,
890004,75,254300,Product D, $	-00 ,36,1000Mb,NV,
890004,75,251545,Product E," $	2,446.80 ",36,10G,CA,TX
890004,75,248582,Product F," $	4,689.07 ",89,N/A,CA,
890004,75,248583,Product F," $	7,899.45 ",89,N/A,CA,
890004,75,248358,Product F," $	21,224.05 ",89,N/A,CA,
890004,75,248359,Product F," $	13,696.33 ",89,N/A,CA,
890004,75,249878,Other," $	6,117.00 ",36,10G,TX,
890004,75,278205,Product F," $	28,561.77 ",89,N/A,CA,
890004,75,275173,Product D, $	856.12 ,24,50Mb,,
890004,75,278141,Product F," $	16,960.80 ",89,N/A,CA,
890004,75,271868,Product D, $	748.48 ,36,100Mb,,
890004,75,270841,Product D, $	806.68 ,36,50Mb,,
890004,75,270844,Product F," $	2,488.02 ",89,N/A,TX,
890004,75,270203,Product D, $	-00 ,36,10G,,
890004,75,270202,Product D, $	-00 ,36,1G,,
890004,75,257994,Product D," $	1,274.37 ",36,200Mb,,
890004,75,257839,Product D," $	1,106.16 ",24,20Mb,,
890004,75,278817,Product D," $	2,271.46 ",36,1G,,
890004,75,276485,Product D, $	773.80 ,36,10Mb,,
890004,75,276871,Product D, $	778.90 ,36,50Mb,,
890004,75,278625,Product D, $	423.10 ,36,100Mb,,
890004,75,278618,Product D, $	-00 ,36,1G,,
890004,75,275964,Product D, $	554.61 ,36,1G,,
890004,75,282080,Product D, $	480.06 ,36,50Mb,,
890004,75,282396,Other," $	7,136.50 ",36,20G,WA,
890004,75,282044,Product D, $	497.52 ,36,100Mb,CA,
890004,75,280214,Product D, $	525.30 ,36,100Mb,,
890004,75,277493,Product D, $	554.61 ,36,1G,,
890004,75,277464,Product D, $	469.33 ,36,50Mb,,
890004,75,280671,Product D, $	622.92 ,36,100Mb,,
890004,75,280688,Product D, $	485.61 ,36,10Mb,,
890004,75,296671,Product D, $	494.33 ,36,50Mb,CA,
890004,75,287678,Product D," $	1,019.60 ",36,50Mb,,
890004,75,287029,Product B, $	578.34 ,12,N/A,CA,
890004,75,299296,Product F," $	11,109.00 ",89,N/A,CA,
890004,75,290705,Product D, $	690.20 ,36,1G,TX,
890004,75,290164,Product D, $	-00 ,36,1G,TX,
890004,75,289545,Product D, $	452.66 ,36,50Mb,WA,
890004,75,289301,Product D, $	466.55 ,36,50Mb,CA,
890004,75,289303,Product D, $	686.11 ,36,500Mb,CA,
890004,75,291332,Product D, $	438.39 ,36,400Mb,CO,
890004,75,291427,Product B, $	100.00 ,25,DS3 (Coax),CA,CA
890004,75,291798,Product F," $	19,678.80 ",89,N/A,CA,
890004,75,293077,Product D, $	699.56 ,24,100Mb,CA,
890004,75,302452,Product D, $	452.66 ,36,50Mb,AZ,
890004,75,292693,Product D, $	554.61 ,36,1G,TX,
890004,75,292638,Product D, $	-00 ,36,1G,TX,
890004,75,302652,Product D, $	497.52 ,36,100Mb,CA,
890004,75,293260,Product F," $	3,491.40 ",89,N/A,CA,
890004,75,293325,Product D, $	423.10 ,36,100Mb,TX,
138755,10,253438,Product D," $	1,535.00 ",24,1G,,
138755,10,258683,Product D," $	10,959.64 ",36,1G,MD,
138755,10,257630,Other," $	2,210.36 ",36,200Mb,MD,
138755,10,221561,Other," $	3,045.00 ",36,1G,,
138755,10,221567,Other," $	2,295.00 ",24,50Mb,,
138755,10,115557,Product D," $	3,873.84 ",36,1000Mb,MD,MD
138755,10,281237,Product D," $	3,302.96 ",4,100Mb,,
138755,10,296365,Product E," $	9,073.55 ",36,10G,MD,MD
138755,10,296366,Product E," $	10,195.00 ",36,10G,MD,MD
138755,10,296429,Product E," $	16,515.90 ",36,10G,MD,MD
370062,4,189730,Product F, $	899.30 ,36,N/A,NV,
370062,4,189729,Product F," $	15,606.39 ",24,N/A,NV,
370062,4,221280,Other, $	251.75 ,1,10Mb,MA,
370062,4,256697,Product D, $	70.48 ,1,1G,MA,
811264,57,77228,Other," $	8,127.96 ",60,OC3,,
811264,57,80039,Other," $	8,307.25 ",60,OC3,,
811264,57,80040,Other, $	-00 ,60,DS3,,
811264,57,80041,Other, $	-00 ,60,DS3,,
811264,57,71920,Other," $	14,624.08 ",60,OC3,,
811264,57,71921,Other," $	14,014.75 ",60,OC3,,
811264,57,52866,Other," $	5,977.02 ",60,DS3,,
811264,57,52180,Other," $	4,781.15 ",60,DS3,,
811264,57,52174,Other," $	4,781.15 ",60,DS3,,
811264,57,46469,Other," $	7,171.72 ",60,DS3,,
811264,57,30387,Other," $	8,359.90 ",36,OC3,,
811264,57,37975,Other, $	-00 ,60,DS3,,
811264,57,37976,Other, $	-00 ,60,DS3,,
811264,57,37964,Other, $	-00 ,60,DS3,,
811264,57,37965,Other, $	-00 ,60,DS3,,
811264,57,37966,Other, $	-00 ,60,DS3,,
811264,57,37986,Other, $	-00 ,60,DS3,,
811264,57,40682,Other, $	-00 ,60,DS3,,
811264,57,24396,Other," $	7,470.54 ",60,OC3,,
811264,57,24426,Other," $	3,914.57 ",60,DS3,,
811264,57,25569,Other," $	13,898.45 ",60,OC3,,
811264,57,24393,Other," $	3,914.57 ",60,DS3,,
811264,57,24394,Other," $	12,849.33 ",60,OC3,,
811264,57,17280,Other," $	3,301.34 ",60,DS3,,
811264,57,17497,Other," $	4,012.01 ",60,DS3,,
811264,57,17599,Other," $	3,890.76 ",60,DS3,,
811264,57,17598,Other," $	3,890.76 ",60,DS3,,
811264,57,17601,Other," $	8,103.27 ",60,DS3,,
811264,57,17596,Other," $	4,327.78 ",60,DS3,,
811264,57,17499,Other," $	2,633.85 ",1,DS3,,
811264,57,17498,Other," $	2,633.85 ",1,DS3,,
811264,57,298494,Product E," $	28,546.00 ",36,10G,,
811264,57,280775,Product D," $	1,174.81 ",84,50Mb,KS,KS
811264,57,277062,Product D," $	1,283.33 ",84,100Mb,KS,KS
811264,57,277099,Product D," $	1,648.81 ",84,50Mb,KS,KS
811264,57,277095,Product D," $	1,741.67 ",84,100Mb,KS,KS
811264,57,277096,Product D," $	1,839.29 ",84,50Mb,KS,KS
811264,57,277097,Product D," $	1,083.33 ",84,50Mb,KS,KS
811264,57,277098,Product D," $	1,083.33 ",84,50Mb,KS,KS
811264,57,277100,Product D," $	1,232.14 ",84,50Mb,KS,KS
811264,57,277101,Product D," $	1,095.24 ",84,50Mb,KS,KS
811264,57,277102,Product D, $	934.52 ,84,50Mb,KS,KS
811264,57,277103,Product D, $	934.52 ,84,50Mb,KS,KS
811264,57,277104,Product D," $	1,083.33 ",84,50Mb,KS,KS
811264,57,277105,Product D," $	1,157.74 ",84,50Mb,KS,KS
811264,57,277106,Product D," $	1,157.74 ",84,50Mb,KS,KS
811264,57,277107,Product D," $	1,017.86 ",84,50Mb,KS,KS
811264,57,277108,Product D, $	994.05 ,84,50Mb,KS,KS
811264,57,277109,Product D, $	934.52 ,84,50Mb,KS,KS
811264,57,277110,Product D," $	1,214.29 ",84,50Mb,KS,KS
811264,57,277111,Product D," $	1,297.62 ",84,50Mb,KS,KS
811264,57,277113,Product D, $	994.05 ,84,50Mb,KS,KS
811264,57,277112,Product D," $	1,380.95 ",84,50Mb,KS,KS
811264,57,277114,Product D," $	1,083.33 ",84,50Mb,KS,KS
811264,57,277115,Product D," $	1,083.33 ",84,50Mb,KS,KS
811264,57,277116,Product D, $	952.38 ,84,50Mb,KS,KS
811264,57,277117,Product D," $	1,982.14 ",84,50Mb,KS,KS
400119,1,287264,Product E," $	44,858.00 ",36,100G,,